age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,deposit
35,technician,single,tertiary,0,670,0,0,1,13,1,278,4,2,0,1
46,admin.,divorced,secondary,0,2196,0,0,1,28,9,573,5,0,1,1
49,services,divorced,secondary,0,947,0,0,0,20,10,808,2,0,1,1
22,student,single,secondary,0,71,0,0,1,13,9,337,1,2,0,1
36,technician,married,tertiary,0,521,0,0,1,20,7,347,3,0,1,1
38,technician,married,secondary,0,5115,1,0,1,27,3,99,1,6,0,1
24,technician,married,secondary,0,556,1,0,1,18,8,460,2,0,1,1
78,retired,divorced,primary,0,229,0,0,2,22,7,97,1,0,1,1
25,technician,single,secondary,0,325,0,0,1,22,7,716,3,0,1,1
63,management,married,tertiary,0,5112,0,0,2,13,6,2184,2,3,3,1
31,management,single,tertiary,0,11821,0,0,1,18,8,384,11,0,1,1
41,technician,single,secondary,0,650,1,0,1,20,6,2420,3,0,1,1
50,retired,married,secondary,0,8648,0,0,1,12,11,731,3,1,3,1
27,self-employed,single,tertiary,0,168,0,0,1,12,6,123,1,1,0,1
27,blue-collar,single,secondary,0,2486,1,0,0,29,11,733,1,0,1,1
50,technician,divorced,secondary,0,396,0,0,0,20,10,716,2,0,1,1
44,management,married,tertiary,0,1791,0,0,2,12,8,201,1,2,0,1
26,self-employed,single,tertiary,0,168,0,0,1,30,1,394,1,0,1,1
46,technician,married,unknown,0,3308,0,0,1,28,9,219,2,0,1,1
36,services,married,secondary,0,4721,0,0,1,9,10,150,1,5,0,1
35,management,single,tertiary,0,18111,0,0,1,14,8,172,4,0,1,1
68,retired,married,secondary,0,1146,0,0,1,3,2,153,2,3,0,1
50,admin.,divorced,secondary,0,237,0,1,2,5,6,169,1,0,1,1
36,services,married,unknown,0,618,0,0,1,13,9,360,1,2,0,1
34,admin.,divorced,secondary,0,1085,0,0,1,11,2,101,7,0,1,1
30,management,single,tertiary,0,1028,0,0,1,4,3,1294,2,0,1,1
22,admin.,single,secondary,0,114,0,0,1,30,2,517,1,0,1,1
59,admin.,married,secondary,0,0,1,0,1,10,9,982,1,0,1,1
60,blue-collar,married,primary,0,631,0,0,1,12,8,429,2,0,1,1
32,technician,married,secondary,0,660,0,0,1,25,7,226,2,1,3,1
46,self-employed,married,tertiary,0,2421,0,0,1,19,6,1084,1,4,3,1
23,student,single,secondary,0,794,0,0,1,26,9,607,3,3,2,1
22,self-employed,single,secondary,0,2138,0,1,1,10,8,164,1,2,2,1
59,services,married,secondary,0,2965,1,0,1,13,11,1970,3,0,1,1
26,management,single,tertiary,0,222,0,0,1,28,10,247,1,2,0,1
35,management,divorced,tertiary,0,6997,1,0,1,9,9,1121,1,0,1,1
53,retired,married,secondary,0,665,1,0,1,22,1,371,2,0,1,1
39,management,married,tertiary,0,285,1,0,1,15,9,838,3,0,1,1
32,technician,married,secondary,0,473,0,1,1,10,8,1064,1,3,0,1
41,management,married,tertiary,0,2226,0,0,1,7,8,182,2,1,3,1
37,admin.,single,secondary,0,245,1,1,0,7,11,732,2,0,1,1
35,management,married,tertiary,0,1133,1,0,1,3,6,102,1,0,1,1
42,management,married,tertiary,0,294,0,0,1,26,8,513,1,0,1,1
27,admin.,divorced,secondary,0,451,1,0,1,16,9,652,1,0,1,1
57,unknown,married,unknown,0,19268,0,0,0,23,7,301,1,0,1,1
41,blue-collar,married,primary,0,1461,1,0,0,6,10,554,2,0,1,1
37,housemaid,single,secondary,0,465,1,0,1,18,11,899,3,0,1,1
44,unemployed,divorced,tertiary,0,0,0,0,1,5,3,1960,3,0,1,1
32,technician,single,tertiary,0,654,1,0,1,25,11,615,4,0,1,1
34,admin.,married,tertiary,0,79,1,0,1,5,8,203,1,5,0,1
42,services,married,tertiary,0,4216,0,0,1,12,10,186,2,0,1,1
54,admin.,married,secondary,0,66,1,0,1,11,6,167,1,0,1,1
48,self-employed,married,tertiary,0,0,0,0,1,29,4,1249,3,0,1,1
73,retired,married,primary,0,5539,0,0,2,6,8,338,1,0,1,1
33,management,married,tertiary,0,2599,0,0,1,30,1,1373,2,0,1,1
42,management,married,tertiary,0,2187,1,0,1,17,6,525,3,0,1,1
57,admin.,married,secondary,0,2120,0,0,1,19,8,687,4,0,1,1
29,services,single,primary,0,339,0,0,0,4,9,1576,3,0,1,1
47,blue-collar,married,secondary,0,8229,0,0,1,8,8,784,2,0,1,1
51,management,married,tertiary,0,346,0,0,1,12,3,122,1,5,0,1
34,management,married,tertiary,0,158,0,0,1,9,10,190,1,9,0,1
25,technician,single,secondary,0,7103,1,0,1,28,11,188,3,1,3,1
50,admin.,married,secondary,0,4855,0,0,1,5,8,720,2,0,1,1
47,admin.,single,secondary,0,3696,0,0,1,12,9,250,2,4,0,1
79,retired,married,secondary,0,8304,0,0,2,9,2,303,9,0,1,1
30,student,single,secondary,0,48,0,0,1,25,3,217,1,2,0,1
54,self-employed,single,tertiary,0,384,0,1,1,27,11,200,1,0,1,1
53,blue-collar,married,primary,0,751,1,0,1,3,3,1528,2,0,1,1
33,blue-collar,divorced,secondary,0,3546,1,0,0,23,11,777,2,0,1,1
60,management,married,tertiary,0,73,0,0,2,8,8,243,2,0,1,1
35,self-employed,single,tertiary,0,71,0,0,1,15,10,651,1,0,1,1
46,admin.,married,secondary,0,974,0,0,1,5,10,174,2,1,0,1
52,services,married,primary,0,306,1,0,1,13,11,650,5,0,1,1
50,management,married,tertiary,0,3463,0,1,1,28,7,96,1,0,1,1
47,admin.,married,secondary,0,3676,0,0,1,15,9,415,2,1,2,1
73,retired,married,tertiary,0,459,0,0,1,17,3,281,1,0,1,1
35,admin.,married,tertiary,0,286,0,0,1,30,1,949,2,0,1,1
46,management,married,tertiary,0,273,1,0,1,15,0,1962,1,3,3,1
42,management,married,tertiary,0,2665,1,0,1,4,10,280,2,11,3,1
29,self-employed,single,tertiary,0,3290,0,0,1,12,11,430,1,3,0,1
30,management,single,tertiary,0,8535,0,0,1,18,10,393,2,0,1,1
37,management,married,tertiary,0,1276,0,0,1,16,6,146,1,2,0,1
28,admin.,single,unknown,0,2736,0,0,1,8,9,705,1,0,1,1
32,blue-collar,married,secondary,0,10287,1,0,1,27,11,281,4,1,3,1
53,management,married,tertiary,0,1624,0,0,1,6,8,107,1,6,0,1
41,self-employed,married,secondary,1,0,1,0,1,17,6,789,1,0,1,1
40,services,married,secondary,0,446,1,0,0,16,11,1252,1,0,1,1
53,technician,married,tertiary,0,395,0,0,1,29,7,136,1,1,3,1
64,retired,divorced,primary,0,315,0,0,1,17,3,154,1,0,1,1
32,technician,married,secondary,0,484,1,0,1,12,8,668,2,1,0,1
48,technician,married,secondary,1,0,0,0,0,30,11,682,1,0,1,1
35,admin.,single,secondary,0,507,1,0,1,22,9,560,2,0,1,1
43,management,married,tertiary,0,2987,0,0,1,4,10,156,1,3,3,1
25,services,single,secondary,0,801,0,0,1,5,10,255,2,0,1,1
43,management,married,tertiary,0,0,0,0,1,14,9,1153,3,0,1,1
29,management,single,tertiary,0,572,1,0,2,8,6,319,1,0,1,1
61,management,single,tertiary,0,2,0,0,1,12,8,131,1,3,3,1
64,retired,married,unknown,0,34,0,0,1,26,8,244,2,0,1,1
27,technician,single,tertiary,0,1075,0,0,1,2,0,529,2,1,0,1
38,technician,single,tertiary,0,508,1,1,1,12,8,1103,2,0,1,1
36,management,married,tertiary,0,926,0,0,1,14,1,216,1,0,1,1
61,self-employed,married,tertiary,0,10861,0,0,1,25,7,225,1,5,0,1
49,blue-collar,divorced,primary,0,24,1,0,1,11,11,701,1,1,0,1
33,blue-collar,single,primary,0,611,0,0,2,16,0,390,2,0,1,1
25,blue-collar,single,secondary,0,1857,1,0,1,12,7,187,1,12,0,1
33,blue-collar,single,secondary,0,329,0,0,1,6,0,224,1,2,2,1
51,management,married,tertiary,0,2635,0,0,1,21,11,407,3,5,3,1
32,blue-collar,married,secondary,0,225,1,0,1,17,1,574,1,1,3,1
32,admin.,married,secondary,0,1604,0,1,1,7,9,625,1,0,1,1
72,retired,married,primary,0,4657,0,0,2,23,2,255,1,8,0,1
34,admin.,married,secondary,0,1406,1,0,1,20,8,63,2,1,0,1
38,technician,married,secondary,0,6728,0,0,1,25,6,232,1,4,0,1
35,management,married,tertiary,0,611,0,0,1,1,7,305,2,1,0,1
38,technician,divorced,tertiary,0,1805,0,0,0,9,10,952,2,0,1,1
31,technician,single,tertiary,0,208,0,0,1,12,8,1344,7,0,1,1
30,management,married,tertiary,0,10884,0,0,1,4,11,333,2,0,1,1
22,student,single,primary,0,3472,0,0,1,20,7,332,1,3,3,1
46,admin.,married,secondary,0,556,1,1,0,15,11,646,3,0,1,1
52,management,married,tertiary,0,7192,0,0,1,4,8,1486,1,0,1,1
35,technician,single,tertiary,0,13460,1,0,1,15,11,1068,3,0,1,1
71,retired,married,primary,0,2988,0,0,2,17,1,130,1,0,1,1
30,management,single,tertiary,0,102,1,0,1,18,5,364,3,0,1,1
25,student,single,secondary,0,1868,0,0,1,26,7,259,1,2,2,1
51,admin.,married,secondary,0,241,0,0,1,7,5,308,2,0,1,1
25,services,single,secondary,0,162,1,0,1,1,0,531,2,0,1,1
48,management,married,tertiary,0,5320,1,0,0,20,10,792,1,0,1,1
42,blue-collar,married,secondary,0,366,1,0,1,22,11,324,1,1,3,1
55,management,married,unknown,0,1504,1,0,1,22,11,338,2,0,1,1
38,admin.,single,secondary,0,262,0,0,1,3,3,315,2,6,3,1
26,blue-collar,single,secondary,0,191,1,0,1,6,11,550,1,0,1,1
27,admin.,married,tertiary,0,73,0,0,1,10,3,159,1,0,1,1
75,retired,married,primary,0,358,0,0,1,17,3,364,11,0,1,1
32,technician,single,secondary,0,483,0,0,1,8,8,580,3,0,1,1
39,management,single,tertiary,0,5047,0,0,1,29,1,218,4,0,1,1
46,technician,single,secondary,0,5862,0,0,1,1,10,84,1,0,1,1
40,management,married,tertiary,0,0,1,0,1,25,2,506,2,0,1,1
36,blue-collar,divorced,secondary,0,2843,0,0,1,14,8,186,1,0,1,1
54,self-employed,divorced,primary,0,351,1,0,0,6,10,642,2,0,1,1
42,management,married,tertiary,0,372,1,0,1,4,8,153,3,2,0,1
42,management,married,tertiary,0,27696,0,0,1,12,11,176,2,5,0,1
37,blue-collar,single,secondary,0,133,1,0,1,11,11,1388,2,0,1,1
25,student,single,unknown,0,3,0,0,1,26,11,170,1,0,1,1
29,management,single,tertiary,0,15459,0,0,1,18,3,264,7,0,1,1
32,management,single,tertiary,0,2551,1,0,1,21,9,638,3,0,1,1
64,retired,married,secondary,0,571,1,0,1,20,1,1422,2,0,1,1
55,management,married,tertiary,0,7803,0,0,1,15,4,441,1,0,1,1
56,management,married,primary,0,0,0,0,1,3,3,996,1,0,1,1
28,admin.,single,unknown,0,24,1,0,1,18,9,415,2,0,1,1
52,management,divorced,tertiary,0,2104,0,0,1,3,10,210,2,0,1,1
36,technician,divorced,secondary,0,3158,1,0,1,3,10,144,2,0,1,1
25,student,married,tertiary,0,10,1,0,1,21,9,857,4,0,1,1
66,self-employed,married,tertiary,0,147,0,0,2,12,4,411,1,0,1,1
31,management,single,tertiary,0,12857,1,0,2,4,11,483,4,2,0,1
43,technician,divorced,unknown,0,4389,0,0,2,2,9,632,2,1,0,1
59,management,married,tertiary,0,474,0,0,1,21,8,252,1,0,1,1
35,management,married,unknown,0,2326,1,1,1,16,0,319,1,0,1,1
48,admin.,married,primary,0,3644,1,1,2,31,9,1039,9,0,1,1
38,admin.,married,tertiary,0,1988,0,0,1,27,2,164,2,2,3,1
27,admin.,married,secondary,0,1595,0,0,1,29,5,196,2,2,0,1
25,student,single,secondary,0,331,0,0,2,26,8,170,4,0,1,1
56,management,married,unknown,0,4623,0,0,1,25,3,305,1,1,0,1
54,management,divorced,tertiary,0,12018,1,0,1,21,5,267,2,0,1,1
36,unemployed,married,tertiary,0,154,0,0,1,26,8,556,7,0,1,1
31,admin.,single,secondary,0,190,0,0,1,30,1,514,1,0,1,1
62,entrepreneur,married,secondary,0,3904,0,0,2,29,4,403,2,0,1,1
31,technician,single,tertiary,0,882,0,0,1,4,0,293,1,1,0,1
66,retired,divorced,unknown,0,53,0,0,1,12,9,562,4,0,1,1
32,management,single,tertiary,0,6542,1,0,1,15,11,1598,4,5,3,1
40,services,divorced,secondary,0,687,1,0,1,2,3,531,1,1,0,1
43,blue-collar,married,primary,0,3064,1,0,1,20,6,2453,2,0,1,1
51,housemaid,divorced,secondary,0,9228,0,0,1,18,9,655,4,0,1,1
34,blue-collar,married,secondary,0,800,0,0,1,5,1,144,1,0,1,1
47,management,married,tertiary,0,3505,0,0,1,17,6,434,2,0,1,1
36,management,single,tertiary,0,5958,1,0,1,22,0,155,1,1,0,1
27,technician,single,tertiary,0,667,0,0,1,29,4,866,2,0,1,1
52,services,divorced,secondary,0,36,1,1,1,11,11,930,1,0,1,1
44,housemaid,single,primary,0,1059,0,0,0,18,10,2093,1,0,1,1
26,technician,married,secondary,0,915,0,0,1,2,10,384,1,0,1,1
32,technician,married,secondary,0,1547,0,0,1,26,7,289,1,4,2,1
34,management,married,tertiary,0,3050,1,0,1,13,11,469,1,0,1,1
35,technician,married,tertiary,0,7050,0,0,1,11,8,222,3,4,0,1
32,management,single,tertiary,0,2,1,0,1,11,0,100,2,0,1,1
43,self-employed,married,secondary,0,14144,1,0,1,21,6,504,1,0,1,1
50,unemployed,married,primary,0,705,0,0,0,5,10,504,1,0,1,1
40,blue-collar,married,primary,0,1758,1,0,0,16,11,1230,3,0,1,1
29,self-employed,single,tertiary,0,476,1,0,1,18,11,427,1,0,1,1
32,technician,married,secondary,0,348,1,0,1,17,9,926,1,0,1,1
50,management,married,tertiary,0,5969,0,0,1,25,4,455,1,2,3,1
65,unemployed,married,secondary,0,3195,0,0,2,2,2,904,1,0,1,1
59,self-employed,married,tertiary,0,2013,0,0,1,17,6,409,2,0,1,1
44,entrepreneur,married,tertiary,0,121,0,0,1,10,8,412,1,0,1,1
33,admin.,married,secondary,0,82,1,0,1,25,9,735,1,0,1,1
33,management,single,tertiary,0,935,0,0,1,9,3,385,2,8,0,1
57,unemployed,married,secondary,0,3754,0,0,1,5,3,1063,2,0,1,1
38,management,single,tertiary,0,104,1,0,1,6,11,606,3,0,1,1
49,management,married,tertiary,0,4751,0,0,1,12,8,884,4,0,1,1
45,blue-collar,married,unknown,0,1529,1,0,1,13,6,181,1,1,0,1
25,technician,single,secondary,0,102,0,1,1,8,9,574,2,0,1,1
22,housemaid,single,secondary,0,1796,0,0,1,28,10,369,3,0,1,1
32,management,single,tertiary,0,935,0,0,1,10,8,161,2,5,3,1
36,services,single,secondary,0,365,0,0,1,4,11,643,1,0,1,1
32,management,divorced,tertiary,0,222,0,1,1,15,9,820,4,0,1,1
45,blue-collar,single,secondary,0,0,0,0,1,5,8,374,2,1,0,1
35,housemaid,single,secondary,0,1015,1,0,0,5,10,406,2,0,1,1
23,student,single,secondary,0,107,0,0,1,14,7,84,1,1,0,1
50,blue-collar,married,primary,0,82,0,0,2,5,1,456,1,0,1,1
31,management,married,tertiary,0,877,0,0,1,9,10,192,1,7,2,1
61,retired,married,tertiary,0,2557,1,0,1,10,6,89,1,4,0,1
42,blue-collar,married,primary,0,1673,1,0,1,17,1,636,3,0,1,1
39,blue-collar,married,secondary,0,2467,0,0,1,19,9,207,2,3,2,1
37,technician,single,secondary,0,980,0,0,1,8,8,1306,5,0,1,1
30,blue-collar,single,secondary,0,183,1,0,1,18,9,610,1,0,1,1
55,unemployed,divorced,secondary,0,387,1,0,0,6,11,918,1,0,1,1
30,services,divorced,primary,0,459,1,0,1,18,9,494,1,0,1,1
57,management,married,tertiary,0,1227,0,0,1,5,10,232,1,0,1,1
31,unemployed,single,tertiary,0,302,0,0,1,3,3,349,1,3,0,1
37,entrepreneur,divorced,secondary,0,175,1,1,0,13,11,753,6,0,1,1
34,blue-collar,married,secondary,0,182,0,0,1,6,8,938,2,0,1,1
52,technician,married,tertiary,0,876,0,0,1,4,11,601,3,0,1,1
48,unemployed,divorced,secondary,0,201,0,0,1,10,6,594,1,1,0,1
73,retired,married,primary,0,796,0,0,1,23,7,427,1,2,3,1
54,retired,divorced,tertiary,0,0,0,0,0,13,11,618,1,0,1,1
38,admin.,married,secondary,0,1559,0,0,1,3,2,136,2,1,3,1
39,blue-collar,married,primary,0,70,0,0,0,8,11,813,1,0,1,1
44,self-employed,single,tertiary,0,2734,1,0,1,12,11,897,4,0,1,1
29,admin.,single,secondary,0,3528,0,0,1,8,7,137,1,0,1,1
51,management,married,tertiary,0,469,0,0,1,15,1,200,1,2,0,1
31,blue-collar,married,secondary,0,3311,1,0,0,20,11,719,1,0,1,1
33,services,single,secondary,0,152,1,0,1,25,11,202,2,2,0,1
39,self-employed,married,tertiary,0,1047,0,0,0,6,10,554,1,0,1,1
30,technician,married,secondary,0,484,1,0,0,6,11,703,1,0,1,1
39,technician,married,secondary,0,1587,1,0,1,8,0,108,2,3,0,1
25,management,married,tertiary,0,4461,0,0,1,11,2,796,5,0,1,1
57,admin.,single,secondary,0,3551,1,0,1,12,11,458,1,0,1,1
35,management,married,tertiary,0,495,0,0,1,30,1,266,1,1,3,1
27,blue-collar,single,secondary,0,3792,0,0,1,22,1,279,2,0,1,1
27,technician,single,secondary,0,489,1,0,1,30,9,356,4,0,1,1
28,self-employed,single,tertiary,0,159,0,0,1,16,6,449,2,4,0,1
41,admin.,single,secondary,0,985,1,0,1,30,10,274,2,11,0,1
46,blue-collar,married,primary,0,369,1,0,0,13,11,916,2,0,1,1
38,management,divorced,secondary,0,257,1,0,1,30,1,435,1,0,1,1
35,technician,married,secondary,0,2779,0,0,1,22,7,118,2,0,1,1
24,services,single,secondary,0,638,1,1,1,7,11,792,3,0,1,1
24,blue-collar,single,secondary,0,833,1,0,1,15,11,956,1,0,1,1
28,management,single,tertiary,0,9314,0,0,1,2,9,276,2,0,1,1
28,admin.,single,secondary,0,4745,0,0,2,12,11,360,1,5,0,1
53,management,married,secondary,0,2693,0,0,1,5,2,90,1,1,3,1
45,management,married,tertiary,0,160,0,0,1,10,6,182,2,1,0,1
33,services,married,secondary,0,1697,0,0,1,3,6,179,1,0,1,1
51,management,married,tertiary,0,0,0,0,0,7,10,302,1,0,1,1
65,retired,married,secondary,0,20806,0,0,2,8,1,523,2,0,1,1
32,blue-collar,married,primary,0,3136,1,0,1,19,6,820,1,0,1,1
67,retired,married,primary,0,1430,0,0,1,11,4,499,2,3,3,1
53,technician,married,secondary,0,6831,0,0,1,13,11,1130,2,0,1,1
41,blue-collar,divorced,primary,0,664,0,1,1,15,9,955,5,0,1,1
30,blue-collar,single,secondary,0,49,0,0,1,30,4,808,2,0,1,1
37,blue-collar,married,secondary,0,604,1,0,1,7,7,371,1,1,3,1
27,technician,single,tertiary,0,931,1,0,1,4,3,1078,1,0,1,1
77,retired,married,tertiary,0,699,0,0,1,13,8,425,2,0,1,1
32,admin.,single,secondary,0,212,0,0,1,7,9,830,5,0,1,1
25,management,single,tertiary,0,362,0,0,1,3,10,617,2,0,1,1
32,management,single,tertiary,0,2667,1,0,1,12,8,971,2,0,1,1
30,services,married,secondary,0,517,0,0,1,11,5,141,2,0,1,1
59,management,divorced,tertiary,0,258,1,0,2,29,7,266,1,0,1,1
61,retired,married,tertiary,0,3140,1,1,1,6,8,975,4,1,1,1
32,self-employed,single,tertiary,0,658,1,0,1,27,2,283,1,0,1,1
37,management,married,tertiary,0,255,0,0,1,24,3,562,2,10,0,1
51,self-employed,married,tertiary,0,5350,1,1,1,31,9,612,4,0,1,1
55,management,divorced,tertiary,0,9756,1,0,1,5,10,103,2,1,2,1
38,management,single,tertiary,0,3646,1,0,1,12,11,1710,2,1,2,1
47,admin.,married,secondary,0,368,0,0,1,21,11,403,1,6,0,1
59,services,divorced,secondary,0,1,1,0,1,28,4,602,1,5,2,1
51,retired,married,secondary,0,1435,0,0,0,11,10,587,1,0,1,1
25,admin.,single,secondary,0,122,1,0,1,7,11,481,2,0,1,1
67,retired,divorced,primary,0,2027,0,0,1,15,2,161,2,0,1,1
58,entrepreneur,married,secondary,0,496,0,0,1,22,1,132,1,0,1,1
52,management,single,tertiary,0,83,0,0,1,26,8,1223,6,0,1,1
54,technician,single,tertiary,0,467,1,0,1,18,9,674,3,0,1,1
27,technician,single,secondary,1,0,0,1,1,8,9,732,1,0,1,1
41,services,married,secondary,0,471,1,0,1,13,11,954,2,4,0,1
72,retired,married,secondary,0,5715,0,0,1,17,11,1114,1,2,0,1
36,admin.,single,tertiary,0,364,0,1,1,31,8,185,1,1,3,1
39,services,married,secondary,0,25,1,1,1,12,11,658,1,3,3,1
55,technician,divorced,secondary,0,3450,0,0,1,10,3,169,1,1,3,1
35,admin.,married,secondary,0,2374,1,0,1,11,8,765,2,5,0,1
32,technician,single,tertiary,0,5514,0,0,1,22,1,319,1,1,0,1
29,blue-collar,single,tertiary,0,455,0,0,2,27,11,214,2,1,0,1
59,services,single,secondary,0,739,0,0,1,14,4,408,1,0,1,1
33,management,married,secondary,0,336,0,0,1,15,1,179,3,0,1,1
30,services,divorced,secondary,0,436,1,0,1,17,10,1720,1,0,1,1
30,management,single,tertiary,0,536,0,0,1,2,9,309,1,0,1,1
37,management,married,tertiary,0,0,0,0,1,16,9,268,2,3,0,1
39,management,single,tertiary,0,0,1,0,1,18,3,224,3,0,1,1
40,blue-collar,married,unknown,0,1181,1,0,1,4,3,718,2,2,0,1
29,management,single,tertiary,0,265,0,0,1,22,11,491,1,0,1,1
24,unemployed,single,secondary,0,2573,0,0,1,24,11,375,2,0,1,1
62,management,married,secondary,0,1128,0,0,1,2,0,236,1,3,2,1
33,admin.,married,unknown,0,2780,0,0,1,19,6,485,1,0,1,1
67,management,married,tertiary,0,405,0,0,1,10,6,344,2,2,0,1
44,self-employed,married,secondary,0,706,0,0,0,5,6,204,1,0,1,1
79,retired,married,secondary,0,2661,0,0,1,10,6,254,5,0,1,1
30,technician,single,secondary,0,2734,0,0,1,21,6,459,3,0,1,1
38,housemaid,married,primary,0,196,0,0,1,30,1,574,1,0,1,1
31,management,single,tertiary,0,533,0,0,2,12,11,372,1,10,0,1
38,technician,married,secondary,0,6728,0,0,1,21,8,252,4,0,1,1
36,services,single,secondary,0,1227,1,1,1,4,11,775,5,3,3,1
30,blue-collar,married,secondary,0,5,0,0,1,17,1,840,3,0,1,1
34,technician,married,tertiary,0,197,0,0,1,20,8,78,3,0,1,1
27,management,single,primary,1,13,0,0,1,30,4,475,3,0,1,1
32,admin.,married,tertiary,0,284,1,0,1,29,1,717,3,0,1,1
37,management,single,tertiary,0,33,1,0,1,12,2,186,1,0,1,1
56,management,married,tertiary,0,2333,0,0,1,4,11,244,1,0,1,1
28,blue-collar,single,secondary,0,1705,0,0,1,17,5,412,2,0,1,1
49,blue-collar,married,secondary,0,2039,1,0,1,6,11,451,1,2,3,1
23,student,single,secondary,0,381,0,0,1,23,3,696,1,2,2,1
56,retired,married,secondary,0,3738,1,0,1,17,1,156,1,6,2,1
54,blue-collar,divorced,primary,0,4401,0,0,2,13,11,414,1,2,0,1
59,management,married,tertiary,0,553,1,0,1,7,9,1272,3,0,1,1
51,retired,married,primary,0,67,0,0,0,18,10,835,1,0,1,1
31,unemployed,married,tertiary,0,330,0,0,1,13,9,309,1,3,0,1
62,management,divorced,tertiary,0,5943,0,0,2,17,3,196,4,0,1,1
38,technician,single,tertiary,0,25,1,0,1,1,10,232,2,0,1,1
25,management,single,tertiary,0,316,0,0,1,27,2,347,2,0,1,1
43,technician,divorced,unknown,0,4389,0,0,1,8,1,618,1,0,1,1
45,admin.,divorced,secondary,0,0,0,0,1,29,7,264,1,0,1,1
78,retired,divorced,primary,0,1389,0,0,1,8,1,335,1,0,1,1
30,management,single,tertiary,0,398,0,0,1,27,7,102,1,3,0,1
69,retired,divorced,tertiary,0,247,0,0,1,22,1,138,2,0,1,1
48,entrepreneur,married,secondary,0,0,0,1,1,28,9,431,2,0,1,1
31,admin.,single,secondary,0,131,1,0,1,15,10,151,1,0,1,1
57,retired,single,primary,0,604,0,0,1,19,6,187,1,0,1,0
45,admin.,divorced,secondary,0,0,1,0,1,17,6,102,1,0,1,0
48,blue-collar,married,secondary,0,238,1,1,1,2,10,118,2,1,0,0
34,admin.,single,secondary,0,673,1,0,1,29,4,89,1,2,3,0
37,entrepreneur,married,tertiary,0,7944,0,0,1,21,6,102,1,0,1,0
32,management,married,tertiary,0,3696,0,0,0,21,11,315,3,0,1,0
35,self-employed,married,secondary,0,347,0,0,0,20,10,231,1,0,1,0
54,technician,married,tertiary,1,337,1,0,0,28,11,302,2,0,1,0
52,unemployed,married,secondary,0,5091,0,0,1,26,11,309,1,0,1,0
29,self-employed,single,secondary,0,970,1,0,1,13,11,240,1,0,1,0
34,services,single,secondary,0,258,1,0,0,4,10,131,2,0,1,0
37,blue-collar,divorced,secondary,0,614,1,0,0,20,11,185,1,0,1,0
66,housemaid,married,secondary,0,1929,0,0,1,2,3,169,1,0,1,0
33,technician,married,secondary,0,2362,1,0,1,26,8,271,4,0,1,0
60,retired,married,secondary,0,8121,1,1,1,18,8,98,7,0,1,0
55,management,divorced,tertiary,0,608,1,0,1,7,11,161,2,0,1,0
34,blue-collar,single,secondary,0,3723,1,0,0,27,11,47,5,0,1,0
52,blue-collar,married,primary,0,117,0,1,1,24,9,164,2,0,1,0
29,services,married,secondary,0,363,1,0,1,15,11,164,1,0,1,0
43,services,divorced,secondary,0,130,1,0,0,8,11,193,1,0,1,0
57,services,divorced,primary,0,2225,1,0,1,18,11,8,4,0,1,0
67,unknown,married,tertiary,0,7687,0,0,2,30,7,70,3,0,1,0
45,services,married,secondary,0,222,0,0,1,25,8,119,11,0,1,0
47,technician,single,secondary,0,736,0,0,1,29,9,212,2,0,1,0
31,self-employed,single,tertiary,0,84,0,0,1,6,8,157,4,0,1,0
52,blue-collar,divorced,primary,0,196,1,0,0,7,11,119,3,0,1,0
41,technician,married,secondary,0,2123,0,0,1,8,8,130,2,0,1,0
48,management,divorced,tertiary,0,700,1,0,1,29,8,488,2,0,1,0
53,blue-collar,married,primary,0,1388,0,0,1,7,8,139,4,0,1,0
59,entrepreneur,married,primary,0,222,0,0,1,18,6,97,1,0,1,0
26,blue-collar,single,secondary,0,592,1,1,0,27,11,174,1,0,1,0
30,management,married,tertiary,0,0,0,0,1,14,8,95,2,0,1,0
56,self-employed,married,tertiary,0,411,0,0,0,19,10,145,4,0,1,0
52,technician,married,secondary,0,475,1,0,1,28,9,121,3,0,1,0
35,admin.,single,secondary,0,181,1,0,1,18,11,217,4,1,3,0
41,management,married,tertiary,0,653,1,0,2,17,6,60,2,0,1,0
39,management,married,tertiary,0,0,1,0,0,2,10,46,2,0,1,0
51,management,married,tertiary,0,0,1,1,1,19,8,263,1,1,2,0
46,blue-collar,married,secondary,0,942,0,0,1,18,6,240,3,2,3,0
43,technician,divorced,primary,0,13,0,1,1,9,9,977,4,0,1,0
31,technician,single,secondary,0,200,0,0,1,6,8,315,2,0,1,0
56,unemployed,married,secondary,0,660,1,0,0,6,10,72,3,0,1,0
35,entrepreneur,married,secondary,0,1309,1,0,1,18,6,73,3,0,1,0
36,blue-collar,single,secondary,0,2596,0,0,0,18,10,60,6,0,1,0
49,entrepreneur,single,secondary,0,5802,0,0,1,12,8,175,3,2,0,0
47,technician,married,secondary,0,568,1,0,2,14,9,256,2,0,1,0
61,retired,married,primary,0,296,1,1,0,3,10,323,2,0,1,0
45,services,married,secondary,0,561,1,0,0,29,11,340,7,0,1,0
53,management,divorced,tertiary,0,2894,1,0,1,5,11,163,1,0,1,0
31,management,married,tertiary,0,2344,1,0,1,14,8,221,6,0,1,0
35,admin.,married,secondary,0,1345,1,0,1,23,9,135,1,0,1,0
